CLASS	longitude	latitude	location	COMM_CODE	NAME	SECTOR	COMM_STRUCTURE	RES_CNT	DWELL_CNT	EMPLYD_CNT	EMPLYD_PCT	Homeowners_cnt	Homeowners_pct	SING_FAMLY	DUPLEX	MULTI_PLEX	APARTMENT	TOWN_HOUSE	MANUF_HOME	CONV_STRUC	COMUNL_HSE	RES_COMM	OTHER_RES	NURSING_HM	OTHER_INST	OTHER_MISC	APT_NO_RES	APT_OCCPD	APT_OWNED	APT_PERSON	APT_VACANT	APT_UC	APT_NA	DUP_NO_RES	DUP_OCCPD	DUP_OWNED	DUP_PERSON	DUP_VACANT	DUP_UC	DUP_NA	TWN_NO_RES	TWN_OCCPD	TWN_OWNED	TWN_PERSON	TWN_VACANT	TWN_UC	TWN_NA	SF_NO_RES	SF_OCCPD	SF_OWNED	SF_PERSON	SF_VACANT	SF_UC	SF_NA	OTH_STRTY	DWELSZ_1	DWELSZ_2	DWELSZ_3	DWELSZ_4_5	DWELSZ_6	MALE_CNT	FEMALE_CNT	MALE_0_4	MALE_5_14	MALE_15_19	MALE_20_24	MALE_25_34	MALE_35_44	MALE_45_54	MALE_55_64	MALE_65_74	MALE_75	FEM_0_4	FEM_5_14	FEM_15_19	FEM_20_24	FEM_25_34	FEM_35_44	FEM_45_54	FEM_55_64	FEM_65_74	FEM_75	MF_0_4	MF_5_14	MF_15_19	MF_20_24	MF_25_34	MF_35_44	MF_45_54	MF_55_64	MF_65_74	MF_75	MF_65O	MF_65O_PCT	2014_RES_CNT	2014_DWELL_CNT	2014_EMPLYD_CNT	2014_OWNSHP_CNT	2014_SING_FAMLY	2014_DUPLEX	2014_MULTI_PLEX	2014_APARTMENT	2014_TOWN_HOUSE	2014_MANUF_HOME	2014_CONV_STRUC	2014_COMUNL_HSE	2014_RES_COMM	2014_OTHER_RES	2014_NURSING_HM	2014_APT_NO_RES	2014_APT_OCCPD	2014_APT_OWNED	2014_APT_PERSON	2014_APT_VACANT	2014_APT_UC	2014_APT_NA	2014_DUP_NO_RES	2014_DUP_OCCPD	2014_DUP_OWNED	2014_DUP_PERSON	2014_DUP_VACANT	2014_DUP_UC	2014_DUP_NA	2014_TWN_NO_RES	2014_TWN_OCCPD	2014_TWN_OWNED	2014_TWN_PERSON	2014_TWN_VACANT	2014_TWN_UC	2014_TWN_NA	2014_SF_NO_RES	2014_SF_OCCPD	2014_SF_OWNED	2014_SF_PERSON	2014_SF_VACANT	2014_SF_UC	2014_SF_NA	2014_OTH_STRTY	2014_DWELSZ_1	2014_DWELSZ_2	2014_DWELSZ_3	2014_DWELSZ_4_5	2014_DWELSZ_6	2014_MALE_CNT	2014_FEMALE_CNT	2014_MALE_55_64	2014_MALE_65_74	2014_MALE_75	2014_FEM_65_74	2014_FEM_55_64	2014_FEM_75	2014_MF_55_64	2014_MF_65_74	2014_MF_75	2014_MF65O	Percent_Change_65OMF	Actual_Change_65OMF	Percent_Chg_65OvsTtl	Crimes_2014	Crimes_2017	Percent_Change_Crime	Crime_Avg	Percent_Total_Crime_2017	Attraction	Community_Centre	Hospital	Library	PHS_Clinic	Social _Dev_Ctr	Business_Licenses	Business_Licenses_2017	Percent_New_Business	Number of taxable accounts	Median assessed value	LRT_1km_radius	LRT_2km_radius	Seniors_Services_Ttl	Addiction Services - Seniors	Seniors - Transportation	Seniors - Educational Programs	Seniors - Recreation	Seniors  - Abuse Issues	3 Digit Numbers List	Seniors - Housing	Seniors - Respite / Caregiver	Seniors - Food Assistance and Grocery Shopping	Seniors - Health and Safety	Seniors - Legal Information and Assistance	Seniors - Financial Assistance and Pensions	Seniors - Government Services	Seniors - Death and Funerals
Industrial	-114.2041645	51.14947436	"(51.1494743570312, -114.204164541394)"	RYV	ROYAL VISTA	NORTHWEST	EMPLOYMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A	#N/A	#N/A	#N/A	#N/A	0	0	0	0	0	0	165	10	0.060606061	#N/A	#N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Industrial	-113.9478031	50.97094156	"(50.970941560827, -113.947803071297)"	S23	SECTION 23	SOUTHEAST	EMPLOYMENT	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	54	0.741935484	42.5	0.000427188	0	0	0	0	0	0	55	5	0.090909091	#N/A	#N/A	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Residential	-113.9456226	51.1305801	"(51.1305800978341, -113.94562255923)"	SAD	SADDLE RIDGE	NORTHEAST	2000s	19256	5190	8804	0.457208143	3639	0.188980058	3578	144	0	645	236	0	587	0	0	0	0	0	0	0	622	312	1534	23	0	0	0	130	100	463	3	11	0	0	230	131	710	6	0	0	14	3475	3031	15290	45	36	8	0	302	801	851	2080	843	9807	9449	920	1646	630	576	2032	1737	1113	656	384	113	838	1520	603	540	2116	1672	939	680	409	132	1758	3166	1233	1116	4148	3409	2052	1336	793	245	1038	0.053905276	17775	4646	0	3378	3491	100	0	495	237	0	321	0	0	1	0	1	393	216	939	6	95	0	0	98	60	322	2	0	0	0	211	119	654	3	23	0	2	3343	2944	15092	28	114	4	2	256	674	668	1891	841	8812	8963	566	323	98	354	629	100	1195	677	198	875	0.186285714	163	-0.946094724	608	1158	0.904605263	883	0.009160813	0	0	0	0	0	0	30	4	0.133333333	5061	408000	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Residential	-114.0949561	51.13773676	"(51.1377367559846, -114.094956055337)"	SAN	SANDSTONE VALLEY	NORTH	1980s/1990s	6033	2127	3102	0.514172054	1817	0.301176861	1679	44	0	0	385	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	22	115	1	0	1	0	375	314	816	10	0	0	0	1649	1474	5060	26	0	4	0	288	674	482	548	90	2970	3063	135	296	170	242	388	356	432	551	261	139	143	302	186	203	320	385	477	594	281	172	278	598	356	445	708	741	909	1145	542	311	853	0.141389027	6190	2126	0	1834	1680	44	0	0	385	0	17	0	0	0	0	0	0	0	0	0	0	0	0	44	24	129	0	0	0	0	381	319	806	4	0	0	0	1662	1488	5224	16	2	0	0	260	710	433	600	97	3077	3113	532	228	128	240	559	158	1091	468	286	754	0.131299735	99	-0.858610973	199	225	0.130653266	212	0.001779951	0	0	0	0	0	0	16	1	0.0625	2109	421000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Industrial	-114.0178442	51.07823364	"(51.0782336395937, -114.017844177814)"	SAW	SOUTH AIRWAYS	NORTHEAST	EMPLOYMENT	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	311	0.340517241	271.5	0.002460287	0	0	0	0	0	0	703	87	0.123755334	#N/A	#N/A	0	0	7	0	0	1	1	0	0	0	1	0	2	0	0	2	0
Residential	-114.1071535	51.04072461	"(51.0407246104935, -114.107153533341)"	SCA	SCARBORO	CENTRE	INNER CITY	909	337	450	0.495049505	273	0.300330033	328	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	273	902	12	1	1	0	44	100	72	99	4	484	425	30	75	32	24	44	59	80	82	37	21	20	65	23	30	38	59	79	64	26	21	50	140	55	54	82	118	159	146	63	42	105	0.115511551	919	337	0	281	329	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	318	281	908	10	0	0	0	42	109	64	103	5	477	442	71	30	21	26	67	23	138	56	44	100	0.05	5	-0.884488449	100	99	-0.01	99.5	0.000783178	0	0	0	0	0	0	1	0	0	330	963000	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.2172787	51.11268371	"(51.1126837143103, -114.217278698422)"	SCE	SCENIC ACRES	NORTHWEST	2000s	8399	2928	4186	0.498392666	2741	0.326348375	2667	162	0	0	75	0	10	0	0	0	1	13	0	0	0	0	0	0	0	0	0	156	152	261	6	0	0	0	73	64	133	2	0	0	0	2638	2524	7820	26	0	3	14	305	1073	590	845	75	4207	4192	165	454	321	344	421	380	658	796	407	261	158	398	295	287	361	430	743	832	398	290	323	852	616	631	782	810	1401	1628	805	551	1356	0.161447791	8595	2923	0	2776	2667	162	0	0	75	0	5	0	0	0	1	0	0	0	0	0	0	0	0	160	158	269	2	0	0	0	73	69	144	2	0	0	1	2647	2548	7971	17	0	2	14	307	1024	590	896	81	4340	4255	834	352	254	347	783	277	1617	699	531	1230	0.102439024	126	-0.838552209	225	296	0.315555556	260.5	0.002341624	0	1	0	0	0	0	15	0	0	2905	528000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.0420464	50.90155597	"(50.9015559700303, -114.042046360446)"	SDC	SUNDANCE	SOUTH	1980s/1990s	10040	3412	5267	0.524601594	3002	0.299003984	3066	74	0	100	152	0	20	0	0	0	0	0	0	1	79	75	104	20	0	0	0	70	56	144	4	0	0	1	148	53	378	3	0	0	0	3031	2814	9372	33	1	1	0	329	1098	746	1055	120	5066	4974	237	642	435	414	488	613	797	957	359	124	238	599	394	372	406	617	925	927	312	184	475	1241	829	786	894	1230	1722	1884	671	308	979	0.09750996	10364	3409	0	3049	3066	74	0	100	152	0	17	0	0	0	0	1	88	88	106	11	0	0	0	70	58	145	3	0	1	1	151	56	378	0	0	0	0	3043	2846	9712	23	0	0	0	335	1028	651	1223	130	5179	5185	869	281	109	273	792	177	1661	554	286	840	0.16547619	139	-0.90249004	382	380	-0.005235602	381	0.003006139	0	0	0	0	1	0	63	1	0.015873016	3208	475000	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Residential	-113.9474479	50.8737633	"(50.8737633028527, -113.947447941405)"	SET	SETON	SOUTHEAST	BUILDING OUT	349	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	2	79	270	0	0	0	0	0	1	4	14	35	25	0	0	0	0	0	0	0	11	37	222	0	0	0	0	0	1	4	25	72	247	319	0.914040115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	83	133	0.602409639	108	0.001052149	0	0	1	0	0	0	69	20	0.289855072	#N/A	#N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Industrial	-113.9736452	50.97127233	"(50.971272325266, -113.97364524411)"	SFH	SOUTH FOOTHILLS	SOUTHEAST	EMPLOYMENT	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	74	-0.149425287	80.5	0.000585406	0	0	0	0	0	0	149	16	0.10738255	#N/A	#N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.1407617	51.17569034	"(51.1756903428418, -114.140761747741)"	SGH	SAGE HILL	NORTH	BUILDING OUT	5493	2246	3192	0.581103222	1813	0.330056435	1341	24	227	431	219	1	2	0	0	0	1	0	0	8	249	198	431	18	156	0	0	24	23	65	0	0	0	0	217	183	454	2	0	0	6	1272	1226	4087	20	42	1	1	308	677	433	511	55	2682	2811	342	324	102	116	750	587	256	135	63	7	340	357	103	139	804	545	280	169	55	19	682	681	205	255	1554	1132	536	304	118	26	144	0.026215183	3900	1603	0	1314	1201	24	204	0	172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	24	56	0	0	0	3	71	64	145	4	93	1	9	1139	1106	3404	19	32	2	1	170	465	326	382	29	1904	1996	78	36	9	42	107	12	185	78	21	99	0.454545455	45	-0.973784817	99	237	1.393939394	168	0.001874881	0	0	0	1	0	0	43	21	0.488372093	2227	461000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Industrial	-113.9866817	51.16447039	"(51.1644703850525, -113.986681709732)"	SGL	STONEGATE LANDING	NORTHEAST	EMPLOYMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A	#N/A	#N/A	#N/A	#N/A	0	0	0	0	0	0	24	21	0.875	#N/A	#N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.1266528	51.04521078	"(51.0452107844216, -114.126652830721)"	SHG	SHAGANAPPI	CENTRE	1950s	1560	789	892	0.571794872	318	0.203846154	372	124	0	152	42	0	96	0	0	0	0	0	0	2	135	19	203	15	0	0	0	102	48	286	18	4	0	0	38	15	68	4	0	0	0	333	218	808	34	5	0	3	184	276	128	89	10	795	765	66	73	39	62	190	133	93	88	32	19	57	57	24	69	172	170	91	75	27	23	123	130	63	131	362	303	184	163	59	42	101	0.06474359	1530	868	0	317	376	117	0	156	116	0	100	0	0	0	3	2	146	16	221	8	0	0	0	104	35	254	9	4	0	0	40	22	70	4	0	72	4	352	236	853	19	1	0	3	247	275	97	93	7	803	727	89	26	15	27	69	23	158	53	38	91	0.10989011	10	-0.93525641	309	248	-0.197411003	278.5	0.001961901	0	1	0	0	0	0	21	0	0	632	588000	2	2	13	0	2	2	2	0	0	2	1	2	2	0	0	0	0
Industrial	-113.9927753	50.96147956	"(50.9614795590613, -113.992775343778)"	SHI	SHEPARD INDUSTRIAL	SOUTHEAST	EMPLOYMENT	273	150	138	0.505494505	130	0.476190476	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	53	68	16	7	1	157	116	10	4	6	5	17	23	25	33	21	13	5	5	3	2	13	8	22	32	16	10	15	9	9	7	30	31	47	65	37	23	60	0.21978022	262	150	0	133	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	60	62	16	7	0	150	112	34	20	10	19	23	11	57	39	21	60	0	0	-0.78021978	184	241	0.309782609	212.5	0.001906525	0	0	0	0	0	0	256	20	0.078125	#N/A	#N/A	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Residential	-114.0737564	50.90331016	"(50.9033101621815, -114.073756408287)"	SHN	SHAWNESSY	SOUTH	1980s/1990s	9411	3313	4986	0.529805547	2689	0.285729466	2682	66	0	257	254	0	52	0	0	0	1	0	0	0	250	131	484	7	0	0	0	65	65	112	1	0	0	0	246	175	556	8	0	0	0	2624	2301	8061	56	0	2	2	468	1075	725	794	173	4742	4669	278	513	350	367	671	674	773	666	301	149	262	434	297	321	589	739	778	663	342	244	540	947	647	688	1260	1413	1551	1329	643	393	1036	0.110083944	9602	3305	0	2715	2681	66	0	257	254	0	45	0	0	0	1	0	254	148	479	2	0	1	0	65	65	117	1	0	0	0	251	177	570	3	0	0	0	2660	2320	8265	19	1	1	2	465	1086	687	862	170	4896	4706	620	263	155	319	562	220	1182	582	375	957	0.082549634	79	-0.889916056	1131	1276	0.128205128	1203.5	0.010094298	0	1	0	1	0	0	254	9	0.035433071	3604	404000	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.0858128	50.92619075	"(50.926190747057, -114.085812843716)"	SHS	SHAWNEE SLOPES	SOUTH	1980s/1990s	1573	704	725	0.460902734	593	0.37698665	414	96	0	146	48	0	0	0	0	0	0	0	0	2	134	94	199	10	0	0	0	94	91	162	2	0	0	1	46	32	79	1	0	0	2	395	376	1133	8	9	0	0	158	304	83	114	10	756	817	32	53	45	45	72	71	97	154	95	92	19	57	40	56	81	65	125	150	116	108	51	110	85	101	153	136	222	304	211	200	411	0.26128417	1580	866	0	606	404	96	0	318	48	0	0	0	0	0	0	1	142	102	217	4	171	0	0	93	90	167	3	0	0	4	35	29	53	9	0	0	0	398	385	1143	6	0	0	0	152	305	90	109	12	759	821	146	103	83	144	135	93	281	247	176	423	-0.028368794	-12	-0.73871583	79	97	0.227848101	88	0.000767356	0	0	0	0	0	0	10	1	0.1	1021	535000	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.1531602	51.16025333	"(51.1602533298699, -114.153160234152)"	SHW	SHERWOOD	NORTH	2000s	4896	1565	2475	0.505514706	1196	0.244281046	1160	0	0	257	136	3	9	0	0	0	0	0	0	0	253	86	486	4	0	0	0	0	0	0	0	0	0	2	83	67	180	17	34	0	8	1106	1041	4216	20	26	0	0	161	304	305	556	125	2439	2457	208	352	196	183	427	410	391	174	73	25	185	378	189	161	434	484	349	161	79	37	393	730	385	344	861	894	740	335	152	62	214	0.04370915	3778	1228	0	902	954	0	0	257	0	0	17	0	0	0	0	0	247	79	451	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	880	822	3305	10	62	0	0	127	270	225	421	95	1882	1896	126	49	21	51	123	33	249	100	54	154	0.38961039	60	-0.95629085	120	240	1	180	0.001898614	0	0	0	0	0	0	104	11	0.105769231	1440	574000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.1792368	51.02287059	"(51.0228705914035, -114.179236846785)"	SIG	SIGNAL HILL	WEST	1980s/1990s	13616	5260	6175	0.453510576	4619	0.339233255	3405	377	0	1082	387	0	8	0	0	0	1	0	0	4	1031	781	1514	44	0	3	0	372	345	697	5	0	0	0	370	295	773	17	0	0	0	3351	3198	10568	48	1	5	1	1119	1715	887	1258	151	6507	7109	310	769	534	410	511	764	1031	1062	619	497	304	716	497	407	534	892	1231	1088	717	723	614	1485	1031	817	1045	1656	2262	2150	1336	1220	2556	0.187720329	13763	5252	0	4771	3405	374	0	1083	385	0	4	0	0	0	1	3	1039	903	1508	39	0	2	0	368	344	696	6	0	0	0	372	297	764	12	0	1	0	3376	3227	10741	28	0	1	1	1128	1653	930	1293	155	6430	7333	938	548	464	675	957	716	1895	1223	1180	2403	0.063670412	153	-0.812279671	628	817	0.300955414	722.5	0.006463199	0	0	0	1	0	0	259	17	0.065637066	6088	575000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.1949803	51.10775966	"(51.1077596615611, -114.194980321539)"	SIL	SILVER SPRINGS	NORTHWEST	1960s/1970s	8875	3532	4592	0.517408451	2867	0.323042254	2550	210	0	240	514	0	18	0	0	0	0	0	0	0	212	1	451	28	0	0	0	207	130	551	3	0	0	0	495	372	1049	19	0	0	0	2514	2361	6791	35	1	0	0	615	1386	623	757	64	4433	4442	279	480	280	290	515	570	610	672	520	217	233	457	221	253	512	567	664	773	553	209	512	937	501	543	1027	1137	1274	1445	1073	426	1499	0.168901408	8900	3528	0	2889	2550	208	0	240	514	0	16	0	0	0	0	0	225	0	481	15	0	0	0	207	127	520	1	0	0	0	504	379	1048	10	0	0	0	2519	2379	6824	30	1	0	0	629	1427	574	785	55	4422	4478	727	500	196	530	747	204	1474	1030	400	1430	0.048251748	69	-0.831098592	301	343	0.139534884	322	0.002713436	0	1	0	0	0	0	54	3	0.055555556	3468	476000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Industrial	-114.0389293	51.10015014	"(51.1001501391307, -114.038929318168)"	SKE	SKYLINE EAST	NORTHEAST	EMPLOYMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	37	-0.212765957	42	0.000292703	0	0	0	0	0	0	119	16	0.134453782	#N/A	#N/A	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Residential	-113.9583746	51.15612608	"(51.1561260801993, -113.958374584808)"	SKR	SKYVIEW RANCH	NORTHEAST	2000s	8586	3788	4538	0.528534824	2384	0.277661309	1433	229	16	1707	369	0	34	0	0	0	0	0	0	0	691	531	1367	308	708	0	0	229	202	662	0	0	0	0	309	273	782	40	20	0	0	1424	1362	5679	9	0	0	0	374	712	562	829	221	4359	4227	502	605	216	191	1178	859	390	241	140	37	434	555	175	202	1257	765	374	283	146	36	936	1160	391	393	2435	1624	764	524	286	73	359	0.041812253	6278	2247	0	1882	1295	229	0	457	251	0	14	0	0	1	0	0	329	272	550	16	112	0	0	227	207	615	2	0	0	1	246	218	550	4	0	0	9	1210	1182	4531	10	66	0	1	274	604	410	574	164	3149	3129	172	103	29	95	184	36	356	198	65	263	0.365019011	96	-0.958187747	211	525	1.488151659	368	0.004153218	0	0	0	0	0	0	30	8	0.266666667	3527	387000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Industrial	-114.0473994	51.10333049	"(51.103330485119, -114.04739944342)"	SKW	SKYLINE WEST	NORTH	EMPLOYMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A	#N/A	#N/A	#N/A	#N/A	0	0	0	0	0	0	153	3	0.019607843	#N/A	#N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.1014555	51.04295615	"(51.0429561464851, -114.101455470711)"	SNA	SUNALTA	CENTRE	INNER CITY	3333	2157	2325	0.697569757	449	0.134713471	241	4	4	1685	80	0	133	0	4	5	0	0	0	1	1454	301	2470	196	33	1	0	2	0	4	2	0	0	0	66	34	136	7	7	0	2	214	109	503	19	3	3	10	801	775	175	92	7	1750	1583	106	79	25	113	629	446	203	95	43	11	96	81	30	154	636	312	140	90	32	12	202	160	55	267	1265	758	343	185	75	23	98	0.02940294	3395	2119	0	462	250	3	0	1641	70	0	144	1	6	4	0	5	1554	304	2492	82	0	0	0	2	0	3	0	1	0	0	68	37	132	2	0	0	3	239	119	547	8	0	0	11	983	757	180	76	5	1663	1732	94	35	9	34	61	15	155	69	24	93	0.053763441	5	-0.97059706	1198	1162	-0.030050083	1180	0.009192456	0	2	0	0	0	0	230	24	0.104347826	1289	253000	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.1020697	51.02680338	"(51.0268033831299, -114.102069673205)"	SOC	SOUTH CALGARY	CENTRE	INNER CITY	4118	2336	2613	0.634531326	1054	0.25594949	626	294	121	854	317	0	108	0	14	1	0	1	0	0	789	275	1251	51	14	0	0	266	195	620	22	6	0	2	292	141	528	19	3	1	6	567	403	1335	33	14	6	16	818	897	236	162	11	2086	2032	145	128	37	126	663	464	251	171	78	23	158	121	40	139	662	388	232	171	83	38	303	249	77	265	1325	852	483	342	161	61	222	0.053909665	3959	2277	0	1019	636	276	114	810	308	0	116	1	15	0	0	1	770	277	1187	35	4	0	1	249	183	566	12	12	2	1	297	125	522	10	0	0	5	579	407	1261	30	19	3	17	866	892	211	140	7	1969	1990	183	66	22	72	187	35	370	138	57	195	0.138461538	27	-0.946090335	461	557	0.20824295	509	0.004406367	0	1	0	1	0	0	212	40	0.188679245	2197	517000	0	1	4	0	0	1	1	0	0	1	0	0	0	0	0	1	0
Residential	-114.0813134	50.89870798	"(50.8987079757624, -114.081313415557)"	SOM	SOMERSET	SOUTH	1980s/1990s	8596	3153	4460	0.518845975	2398	0.278966961	2177	0	0	784	169	0	23	0	0	0	0	0	0	0	742	392	1413	42	0	0	0	0	0	0	0	0	0	0	162	127	301	7	0	0	1	2134	1875	6830	42	0	0	0	563	914	631	841	112	4250	4346	269	598	317	282	569	730	721	426	205	133	237	573	292	242	534	800	760	431	246	231	506	1171	609	524	1103	1530	1481	857	451	364	815	0.09481154	8751	3144	0	2448	2178	0	0	784	169	0	13	0	0	0	0	0	768	407	1471	13	0	3	0	0	0	0	0	0	0	0	167	120	298	2	0	0	1	2162	1919	6954	15	0	0	0	574	932	627	869	108	4333	4418	379	184	117	249	383	206	762	433	323	756	0.078042328	59	-0.90518846	320	300	-0.0625	310	0.002373268	0	0	0	0	0	0	21	0	0	3323	413000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
